"Census","School Name","Category","Year Level","Students"
"01 February 2011","Evatt Primary School","Gov","Year 5","47"
"01 February 2011","Evatt Primary School","Gov","Year 4","51"
"01 February 2011","Evatt Primary School","Gov","Year 3","33"
"01 February 2011","Evatt Primary School","Gov","Year 2","42"
"01 February 2011","Evatt Primary School","Gov","Year 1","39"
"01 February 2011","Evatt Primary School","Gov","Preschool","48"
"01 February 2011","Evatt Primary School","Gov","Kindergarten","45"
"01 February 2011","Fadden Primary School","Gov","Year 6","40"
"01 February 2011","Fadden Primary School","Gov","Year 5","38"
"01 February 2011","Fadden Primary School","Gov","Year 4","33"
"01 February 2011","Fadden Primary School","Gov","Year 3","40"
"01 February 2011","Fadden Primary School","Gov","Year 2","40"
"01 February 2011","Fadden Primary School","Gov","Year 1","43"
"01 February 2011","Fadden Primary School","Gov","Preschool","48"
"01 February 2011","Fadden Primary School","Gov","Kindergarten","41"
"01 February 2011","Farrer Primary School","Gov","Year 6","42"
"01 February 2011","Farrer Primary School","Gov","Year 5","50"
"01 February 2011","Farrer Primary School","Gov","Year 4","42"
"01 February 2011","Farrer Primary School","Gov","Year 3","34"
"01 February 2011","Farrer Primary School","Gov","Year 2","42"
"01 February 2011","Farrer Primary School","Gov","Year 1","33"
"01 February 2011","Farrer Primary School","Gov","Preschool","49"
"01 February 2011","Farrer Primary School","Gov","Kindergarten","44"
"01 February 2011","Florey Primary School","Gov","Year 6","45"
"01 February 2011","Florey Primary School","Gov","Year 5","53"
"01 February 2011","Florey Primary School","Gov","Year 4","35"
"01 February 2011","Florey Primary School","Gov","Year 3","40"
"01 February 2011","Florey Primary School","Gov","Year 2","50"
"01 February 2011","Florey Primary School","Gov","Year 1","61"
"01 February 2011","Florey Primary School","Gov","Preschool","81"
"01 February 2011","Florey Primary School","Gov","Kindergarten","56"
"01 February 2011","Forrest Primary School","Gov","Year 6","71"
"01 February 2011","Forrest Primary School","Gov","Year 5","69"
"01 February 2011","Forrest Primary School","Gov","Year 4","68"
"01 February 2011","Forrest Primary School","Gov","Year 3","65"
"01 February 2011","Forrest Primary School","Gov","Year 2","56"
"01 February 2011","Forrest Primary School","Gov","Year 1","66"
"01 February 2011","Forrest Primary School","Gov","Preschool","37"
"01 February 2011","Forrest Primary School","Gov","Kindergarten","57"
"01 February 2011","Fraser Primary School","Gov","Year 6","50"
"01 February 2011","Fraser Primary School","Gov","Year 5","42"
"01 February 2011","Fraser Primary School","Gov","Year 4","57"
"01 February 2011","Fraser Primary School","Gov","Year 3","51"
"01 February 2011","Fraser Primary School","Gov","Year 2","52"
"01 February 2011","Fraser Primary School","Gov","Year 1","47"
"01 February 2011","Fraser Primary School","Gov","Preschool","59"
"01 February 2011","Fraser Primary School","Gov","Kindergarten","58"
"01 February 2011","Garran Primary School","Gov","Year 6","52"
"01 February 2011","Garran Primary School","Gov","Year 5","59"
"01 February 2011","Garran Primary School","Gov","Year 4","76"
"01 February 2011","Garran Primary School","Gov","Year 3","68"
"01 February 2011","Garran Primary School","Gov","Year 2","82"
"01 February 2011","Garran Primary School","Gov","Year 1","65"
"01 February 2011","Garran Primary School","Gov","Preschool","40"
"01 February 2011","Garran Primary School","Gov","Kindergarten","67"
"01 February 2011","Gilmore Primary School","Gov","Year 6","30"
"01 February 2011","Gilmore Primary School","Gov","Year 5","34"
"01 February 2011","Gilmore Primary School","Gov","Year 4","18"
"01 February 2011","Gilmore Primary School","Gov","Year 3","29"
"01 February 2011","Gilmore Primary School","Gov","Year 2","30"
"01 February 2011","Gilmore Primary School","Gov","Year 1","23"
"01 February 2011","Gilmore Primary School","Gov","Preschool","42"
"01 February 2011","Gilmore Primary School","Gov","Kindergarten","35"
"01 February 2011","Giralang Primary School","Gov","Year 6","19"
"01 February 2011","Giralang Primary School","Gov","Year 5","14"
"01 February 2011","Giralang Primary School","Gov","Year 4","13"
"01 February 2011","Giralang Primary School","Gov","Year 3","18"
"01 February 2011","Giralang Primary School","Gov","Year 2","23"
"01 February 2011","Giralang Primary School","Gov","Year 1","25"
"01 February 2011","Giralang Primary School","Gov","Preschool","31"
"01 February 2011","Giralang Primary School","Gov","Kindergarten","29"
"01 February 2011","Gold Creek School","Gov","Year 9","153"
"01 February 2011","Gold Creek School","Gov","Year 8","157"
"01 February 2011","Gold Creek School","Gov","Year 7","120"
"01 February 2011","Gold Creek School","Gov","Year 6","80"
"01 February 2011","Gold Creek School","Gov","Year 5","52"
"01 February 2011","Gold Creek School","Gov","Year 4","56"
"01 February 2011","Gold Creek School","Gov","Year 3","55"
"01 February 2011","Gold Creek School","Gov","Year 2","49"
"01 February 2011","Gold Creek School","Gov","Year 10","141"
"01 February 2011","Gold Creek School","Gov","Year 1","47"
"01 February 2011","Gold Creek School","Gov","Preschool","133"
"01 February 2011","Gold Creek School","Gov","Kindergarten","55"
"01 February 2011","Good Shepherd Primary School","Non Gov","Year 6","69"
"01 February 2011","Good Shepherd Primary School","Non Gov","Year 5","96"
"01 February 2011","Good Shepherd Primary School","Non Gov","Year 4","85"
"01 February 2011","Good Shepherd Primary School","Non Gov","Year 3","105"
"01 February 2011","Good Shepherd Primary School","Non Gov","Year 2","106"
"01 February 2011","Good Shepherd Primary School","Non Gov","Year 1","134"
"01 February 2011","Good Shepherd Primary School","Non Gov","Preschool","99"
"01 February 2011","Good Shepherd Primary School","Non Gov","Kindergarten","137"
"01 February 2011","Gordon Primary School","Gov","Year 6","54"
"01 February 2011","Gordon Primary School","Gov","Year 5","52"
"01 February 2011","Gordon Primary School","Gov","Year 4","47"
"01 February 2011","Gordon Primary School","Gov","Year 3","42"
"01 February 2011","Gordon Primary School","Gov","Year 2","49"
"01 February 2011","Gordon Primary School","Gov","Year 1","47"
"01 February 2011","Gordon Primary School","Gov","Preschool","139"
"01 February 2011","Gordon Primary School","Gov","Kindergarten","66"
"01 February 2011","Gowrie Primary School","Gov","Year 6","34"
"01 February 2011","Gowrie Primary School","Gov","Year 5","33"
"01 February 2011","Gowrie Primary School","Gov","Year 4","18"
"01 February 2011","Gowrie Primary School","Gov","Year 3","33"
"01 February 2011","Gowrie Primary School","Gov","Year 2","25"
"01 February 2011","Gowrie Primary School","Gov","Year 1","30"
"01 February 2011","Gowrie Primary School","Gov","Preschool","41"
"01 February 2011","Gowrie Primary School","Gov","Kindergarten","27"
"01 February 2011","Gungahlin College","Gov","Year 11","308"
"01 February 2011","Harrison School","Gov","Year 7","39"
"01 February 2011","Harrison School","Gov","Year 6","67"
"01 February 2011","Harrison School","Gov","Year 5","80"
"01 February 2011","Harrison School","Gov","Year 4","69"
"01 February 2011","Harrison School","Gov","Year 3","96"
"01 February 2011","Harrison School","Gov","Year 2","126"
"01 February 2011","Harrison School","Gov","Year 1","112"
"01 February 2011","Harrison School","Gov","Preschool","145"
"01 February 2011","Harrison School","Gov","Kindergarten","140"
"01 February 2011","Hawker College","Gov","Year 12","366"
"01 February 2011","Hawker College","Gov","Year 11","369"
"01 February 2011","Hawker Primary School","Gov","Year 6","42"
"01 February 2011","Hawker Primary School","Gov","Year 5","32"
"01 February 2011","Hawker Primary School","Gov","Year 4","49"
"01 February 2011","Hawker Primary School","Gov","Year 3","31"
"01 February 2011","Hawker Primary School","Gov","Year 2","43"
"01 February 2011","Hawker Primary School","Gov","Year 1","49"
"01 February 2011","Hawker Primary School","Gov","Preschool","47"
"01 February 2011","Hawker Primary School","Gov","Kindergarten","43"
"01 February 2011","Holy Family Primary School","Non Gov","Year 6","81"
"01 February 2011","Holy Family Primary School","Non Gov","Year 5","75"
"01 February 2011","Holy Family Primary School","Non Gov","Year 4","74"
"01 February 2011","Holy Family Primary School","Non Gov","Year 3","95"
"01 February 2011","Holy Family Primary School","Non Gov","Year 2","95"
"01 February 2011","Holy Family Primary School","Non Gov","Year 1","79"
"01 February 2011","Holy Family Primary School","Non Gov","Preschool","57"
"01 February 2011","Holy Family Primary School","Non Gov","Kindergarten","104"
"01 February 2011","Holy Spirit Primary School","Non Gov","Year 6","80"
"01 February 2011","Holy Spirit Primary School","Non Gov","Year 5","80"
"01 February 2011","Holy Spirit Primary School","Non Gov","Year 4","76"
"01 February 2011","Holy Spirit Primary School","Non Gov","Year 3","76"
"01 February 2011","Holy Spirit Primary School","Non Gov","Year 2","64"
"01 February 2011","Holy Spirit Primary School","Non Gov","Year 1","70"
"01 February 2011","Holy Spirit Primary School","Non Gov","Kindergarten","64"
"01 February 2011","Holy Trinity Primary School","Non Gov","Year 6","29"
"01 February 2011","Holy Trinity Primary School","Non Gov","Year 5","33"
"01 February 2011","Holy Trinity Primary School","Non Gov","Year 4","12"
"01 February 2011","Holy Trinity Primary School","Non Gov","Year 3","42"
"01 February 2011","Holy Trinity Primary School","Non Gov","Year 2","53"
"01 February 2011","Holy Trinity Primary School","Non Gov","Year 1","28"
"01 February 2011","Holy Trinity Primary School","Non Gov","Preschool","26"
"01 February 2011","Holy Trinity Primary School","Non Gov","Kindergarten","47"
"01 February 2011","Hughes Primary School","Gov","Year 6","5"
"01 February 2011","Hughes Primary School","Gov","Year 6","31"
"01 February 2011","Hughes Primary School","Gov","Year 5","7"
"01 February 2011","Hughes Primary School","Gov","Year 5","31"
"01 February 2011","Hughes Primary School","Gov","Year 4","7"
"01 February 2011","Hughes Primary School","Gov","Year 4","27"
"01 February 2011","Hughes Primary School","Gov","Year 3","12"
"01 February 2011","Hughes Primary School","Gov","Year 3","25"
"01 February 2011","Hughes Primary School","Gov","Year 2","8"
"01 February 2011","Hughes Primary School","Gov","Year 2","37"
"01 February 2011","Hughes Primary School","Gov","Year 1","6"
"01 February 2011","Hughes Primary School","Gov","Year 1","34"
"01 February 2011","Hughes Primary School","Gov","Preschool","39"
"01 February 2011","Hughes Primary School","Gov","Kindergarten","24"
"01 February 2011","Hughes Primary School","Gov","Kindergarten","27"
"01 February 2011","Isabella Plains Early Childhood School","Gov","Year 2","15"
"01 February 2011","Isabella Plains Early Childhood School","Gov","Year 1","22"
"01 February 2011","Isabella Plains Early Childhood School","Gov","Preschool","65"
"01 February 2011","Isabella Plains Early Childhood School","Gov","Kindergarten","42"
"01 February 2011","Islamic School of Canberra","Non Gov","Year 7","10"
"01 February 2011","Islamic School of Canberra","Non Gov","Year 6","11"
"01 February 2011","Islamic School of Canberra","Non Gov","Year 5","14"
"01 February 2011","Islamic School of Canberra","Non Gov","Year 4","17"
"01 February 2011","Islamic School of Canberra","Non Gov","Year 3","12"
"01 February 2011","Islamic School of Canberra","Non Gov","Year 2","25"
"01 February 2011","Islamic School of Canberra","Non Gov","Year 1","30"
"01 February 2011","Islamic School of Canberra","Non Gov","Kindergarten","19"
"01 February 2011","Jervis Bay School","Gov","Year 6","8"
"01 February 2011","Jervis Bay School","Gov","Year 5","11"
"01 February 2011","Jervis Bay School","Gov","Year 4","5"
"01 February 2011","Jervis Bay School","Gov","Year 3","10"
"01 February 2011","Jervis Bay School","Gov","Year 2","8"
"01 February 2011","Jervis Bay School","Gov","Year 1","6"
"01 February 2011","Jervis Bay School","Gov","Preschool","22"
"01 February 2011","Jervis Bay School","Gov","Kindergarten","9"
"01 February 2011","Kaleen Primary School","Gov","Year 6","67"
"01 February 2011","Kaleen Primary School","Gov","Year 5","69"
"01 February 2011","Kaleen Primary School","Gov","Year 4","66"
"01 February 2011","Kaleen Primary School","Gov","Year 3","70"
"01 February 2011","Kaleen Primary School","Gov","Year 2","47"
"01 February 2011","Kaleen Primary School","Gov","Year 1","64"
"01 February 2011","Kaleen Primary School","Gov","Preschool","80"
"01 February 2011","Kaleen Primary School","Gov","Kindergarten","60"
"01 February 2011","Kingsford Smith School","Gov","Kindergarten","90"
"01 February 2011","Kingsford Smith School","Gov","Preschool","71"
"01 February 2011","Kingsford Smith School","Gov","Year 1","72"
"01 February 2011","Kingsford Smith School","Gov","Year 2","77"
"01 February 2011","Kingsford Smith School","Gov","Year 9","104"
"01 February 2011","Kingsford Smith School","Gov","Year 8","125"
"01 February 2011","Kingsford Smith School","Gov","Year 7","91"
"01 February 2011","Kingsford Smith School","Gov","Year 6","68"
"01 February 2011","Kingsford Smith School","Gov","Year 5","67"
"01 February 2011","Kingsford Smith School","Gov","Year 4","69"
"01 February 2011","Kingsford Smith School","Gov","Year 3","50"
"01 February 2011","Koori Preschool","Gov","Preschool","13"
"01 February 2011","Koori Preschool","Gov","Preschool","8"
"01 February 2011","Koori Preschool","Gov","Preschool","10"
"01 February 2011","Koori Preschool","Gov","Preschool","11"
"01 February 2011","Koori Preschool","Gov","Preschool","15"
"01 February 2011","Lake Tuggeranong College","Gov","Year 10","14"
"01 February 2011","Lake Tuggeranong College","Gov","Year 11","457"
"01 February 2011","Lake Tuggeranong College","Gov","Year 12","348"
"01 February 2011","Lanyon High School","Gov","Year 9","144"
"01 February 2011","Lanyon High School","Gov","Year 10","148"
"01 February 2011","Lanyon High School","Gov","Year 8","147"
"01 February 2011","Lanyon High School","Gov","Year 7","122"
"01 February 2011","Latham Primary School","Gov","Year 5","35"
"01 February 2011","Latham Primary School","Gov","Year 4","30"
"01 February 2011","Latham Primary School","Gov","Kindergarten","41"
"01 February 2011","Latham Primary School","Gov","Preschool","43"
"01 February 2011","Latham Primary School","Gov","Year 1","33"
"01 February 2011","Latham Primary School","Gov","Year 2","33"
"01 February 2011","Latham Primary School","Gov","Year 3","41"
"01 February 2011","Latham Primary School","Gov","Year 6","29"
"01 February 2011","Lyneham High School","Gov","Year 10","255"
"01 February 2011","Lyneham High School","Gov","Year 8","257"
"01 February 2011","Lyneham High School","Gov","Year 9","254"
"01 February 2011","Lyneham High School","Gov","Year 7","269"
"01 February 2011","Lyneham Primary School","Gov","Preschool","54"
"01 February 2011","Lyneham Primary School","Gov","Kindergarten","59"
"01 February 2011","Lyneham Primary School","Gov","Year 1","33"
"01 February 2011","Lyneham Primary School","Gov","Year 2","53"
"01 February 2011","Lyneham Primary School","Gov","Year 3","38"
"01 February 2011","Lyneham Primary School","Gov","Year 4","57"
"01 February 2011","Lyneham Primary School","Gov","Year 5","57"
"01 February 2011","Lyneham Primary School","Gov","Year 6","61"
"01 February 2011","Lyons Early Childhood School","Gov","Preschool","41"
"01 February 2011","Lyons Early Childhood School","Gov","Year 1","8"
"01 February 2011","Lyons Early Childhood School","Gov","Year 2","8"
"01 February 2011","Lyons Early Childhood School","Gov","Kindergarten","37"
"01 February 2011","Macgregor Primary School","Gov","Year 4","47"
"01 February 2011","Macgregor Primary School","Gov","Year 5","44"
"01 February 2011","Macgregor Primary School","Gov","Year 6","39"
"01 February 2011","Macgregor Primary School","Gov","Kindergarten","60"
"01 February 2011","Macgregor Primary School","Gov","Preschool","78"
"01 February 2011","Macgregor Primary School","Gov","Year 1","60"
"01 February 2011","Macgregor Primary School","Gov","Year 2","32"
"01 February 2011","Macgregor Primary School","Gov","Year 3","54"
"01 February 2011","Macquarie Primary School","Gov","Year 4","27"
"01 February 2011","Macquarie Primary School","Gov","Year 5","47"
"01 February 2011","Macquarie Primary School","Gov","Year 6","29"
"01 February 2011","Macquarie Primary School","Gov","Kindergarten","36"
"01 February 2011","Macquarie Primary School","Gov","Preschool","49"
"01 February 2011","Macquarie Primary School","Gov","Year 1","35"
"01 February 2011","Macquarie Primary School","Gov","Year 2","38"
"01 February 2011","Macquarie Primary School","Gov","Year 3","30"
"01 February 2011","Majura Primary School","Gov","Kindergarten","74"
"01 February 2011","Majura Primary School","Gov","Year 1","78"
"01 February 2011","Majura Primary School","Gov","Year 2","73"
"01 February 2011","Majura Primary School","Gov","Year 3","70"
"01 February 2011","Majura Primary School","Gov","Year 4","57"
"01 February 2011","Majura Primary School","Gov","Year 5","63"
"01 February 2011","Majura Primary School","Gov","Year 6","40"
"01 February 2011","Majura Primary School","Gov","Preschool","99"
"01 February 2011","Malkara School","Gov","Preschool","26"
"01 February 2011","Malkara School","Gov","Year 1","12"
"01 February 2011","Malkara School","Gov","Year 2","8"
"01 February 2011","Malkara School","Gov","Year 3","4"
"01 February 2011","Malkara School","Gov","Year 4","7"
"01 February 2011","Malkara School","Gov","Year 5","10"
"01 February 2011","Malkara School","Gov","Year 6","14"
"01 February 2011","Malkara School","Gov","Kindergarten","7"
"01 February 2011","Maribyrnong Primary School","Gov","Year 1","31"
"01 February 2011","Maribyrnong Primary School","Gov","Preschool","39"
"01 February 2011","Maribyrnong Primary School","Gov","Kindergarten","27"
"01 February 2011","Maribyrnong Primary School","Gov","Year 2","38"
"01 February 2011","Maribyrnong Primary School","Gov","Year 3","30"
"01 February 2011","Maribyrnong Primary School","Gov","Year 4","23"
"01 February 2011","Maribyrnong Primary School","Gov","Year 5","38"
"01 February 2011","Maribyrnong Primary School","Gov","Year 6","27"
"01 February 2011","Marist College Canberra","Non Gov","Year 10","201"
"01 February 2011","Marist College Canberra","Non Gov","Year 5","120"
"01 February 2011","Marist College Canberra","Non Gov","Year 4","119"
"01 February 2011","Marist College Canberra","Non Gov","Year 6","150"
"01 February 2011","Marist College Canberra","Non Gov","Year 12","185"
"01 February 2011","Marist College Canberra","Non Gov","Year 11","156"
"01 February 2011","Marist College Canberra","Non Gov","Year 7","223"
"01 February 2011","Marist College Canberra","Non Gov","Year 8","222"
"01 February 2011","Marist College Canberra","Non Gov","Year 9","220"
"01 February 2011","Mawson Primary School","Gov","Kindergarten","29"
"01 February 2011","Mawson Primary School","Gov","Year 5","21"
"01 February 2011","Mawson Primary School","Gov","Year 4","16"
"01 February 2011","Mawson Primary School","Gov","Year 3","22"
"01 February 2011","Mawson Primary School","Gov","Year 2","25"
"01 February 2011","Mawson Primary School","Gov","Year 1","24"
"01 February 2011","Mawson Primary School","Gov","Preschool","39"
"01 February 2011","Mawson Primary School","Gov","Year 6","21"
"01 February 2011","Melba Copland Secondary School","Gov","Year 12","178"
"01 February 2011","Melba Copland Secondary School","Gov","Year 9","129"
"01 February 2011","Melba Copland Secondary School","Gov","Year 8","130"
"01 February 2011","Melba Copland Secondary School","Gov","Year 7","135"
"01 February 2011","Melba Copland Secondary School","Gov","Year 11","129"
"01 February 2011","Melba Copland Secondary School","Gov","Year 10","193"
"01 February 2011","Melrose High School","Gov","Year 9","203"
"01 February 2011","Melrose High School","Gov","Year 8","208"
"01 February 2011","Melrose High School","Gov","Year 7","170"
"01 February 2011","Melrose High School","Gov","Year 10","202"
"01 February 2011","Merici College","Non Gov","Year 9","186"
"01 February 2011","Merici College","Non Gov","Year 8","192"
"01 February 2011","Merici College","Non Gov","Year 7","200"
"01 February 2011","Merici College","Non Gov","Year 12","122"
"01 February 2011","Merici College","Non Gov","Year 11","154"
"01 February 2011","Merici College","Non Gov","Year 10","164"
"01 February 2011","Miles Franklin Primary School","Gov","Year 6","35"
"01 February 2011","Miles Franklin Primary School","Gov","Year 5","56"
"01 February 2011","Miles Franklin Primary School","Gov","Year 4","58"
"01 February 2011","Miles Franklin Primary School","Gov","Year 3","42"
"01 February 2011","Miles Franklin Primary School","Gov","Year 2","55"
"01 February 2011","Miles Franklin Primary School","Gov","Year 1","56"
"01 February 2011","Miles Franklin Primary School","Gov","Preschool","92"
"01 February 2011","Miles Franklin Primary School","Gov","Kindergarten","49"
"01 February 2011","Monash Primary School","Gov","Year 1","53"
"01 February 2011","Monash Primary School","Gov","Year 6","54"
"01 February 2011","Monash Primary School","Gov","Year 5","57"
"01 February 2011","Monash Primary School","Gov","Year 4","50"
"01 February 2011","Monash Primary School","Gov","Year 3","50"
"01 February 2011","Monash Primary School","Gov","Year 2","65"
"01 February 2011","Monash Primary School","Gov","Preschool","80"
"01 February 2011","Monash Primary School","Gov","Kindergarten","60"
"01 February 2011","Mount Rogers Primary School","Gov","Year 6","24"
"01 February 2011","Mount Rogers Primary School","Gov","Year 5","24"
"01 February 2011","Mount Rogers Primary School","Gov","Year 4","25"
"01 February 2011","Mount Rogers Primary School","Gov","Year 3","28"
"01 February 2011","Mount Rogers Primary School","Gov","Year 2","45"
"01 February 2011","Mount Rogers Primary School","Gov","Year 1","35"
"01 February 2011","Mount Rogers Primary School","Gov","Preschool","90"
"01 February 2011","Mount Rogers Primary School","Gov","Kindergarten","58"
"01 February 2011","Mount Stromlo High School","Gov","Year 9","161"
"01 February 2011","Mount Stromlo High School","Gov","Year 8","184"
"01 February 2011","Mount Stromlo High School","Gov","Year 7","166"
"01 February 2011","Mount Stromlo High School","Gov","Year 6","33"
"01 February 2011","Mount Stromlo High School","Gov","Year 10","191"
"01 February 2011","Namadgi School","Gov","Year 7","55"
"01 February 2011","Namadgi School","Gov","Year 6","38"
"01 February 2011","Namadgi School","Gov","Year 6","3"
"01 February 2011","Namadgi School","Gov","Year 5","40"
"01 February 2011","Namadgi School","Gov","Year 5","1"
"01 February 2011","Namadgi School","Gov","Year 4","42"
"01 February 2011","Namadgi School","Gov","Year 4","3"
"01 February 2011","Namadgi School","Gov","Year 3","42"
"01 February 2011","Namadgi School","Gov","Year 3","4"
"01 February 2011","Namadgi School","Gov","Year 2","35"
"01 February 2011","Namadgi School","Gov","Year 2","3"
"01 February 2011","Namadgi School","Gov","Year 1","40"
"01 February 2011","Namadgi School","Gov","Year 1","6"
"01 February 2011","Namadgi School","Gov","Preschool","101"
"01 February 2011","Namadgi School","Gov","Kindergarten","51"
"01 February 2011","Namadgi School","Gov","Kindergarten","12"
"01 February 2011","Narrabundah College","Gov","Year 12","450"
"01 February 2011","Narrabundah College","Gov","Year 11","500"
"01 February 2011","Narrabundah Early Childhood School","Gov","Year 2","13"
"01 February 2011","Narrabundah Early Childhood School","Gov","Year 1","18"
"01 February 2011","Narrabundah Early Childhood School","Gov","Preschool","58"
"01 February 2011","Narrabundah Early Childhood School","Gov","Kindergarten","25"
"01 February 2011","Ngunnawal Primary School","Gov","Year 6","56"
"01 February 2011","Ngunnawal Primary School","Gov","Year 5","60"
"01 February 2011","Ngunnawal Primary School","Gov","Year 4","47"
"01 February 2011","Ngunnawal Primary School","Gov","Year 3","60"
"01 February 2011","Ngunnawal Primary School","Gov","Year 2","79"
"01 February 2011","Ngunnawal Primary School","Gov","Year 1","64"
"01 February 2011","Ngunnawal Primary School","Gov","Preschool","89"
"01 February 2011","Ngunnawal Primary School","Gov","Kindergarten","87"
"01 February 2011","North Ainslie Primary School","Gov","Year 6","39"
"01 February 2011","North Ainslie Primary School","Gov","Year 6","2"
"01 February 2011","North Ainslie Primary School","Gov","Year 5","35"
"01 February 2011","North Ainslie Primary School","Gov","Year 5","8"
"01 February 2011","North Ainslie Primary School","Gov","Year 4","36"
"01 February 2011","North Ainslie Primary School","Gov","Year 4","6"
"01 February 2011","North Ainslie Primary School","Gov","Year 3","33"
"01 February 2011","North Ainslie Primary School","Gov","Year 3","6"
"01 February 2011","North Ainslie Primary School","Gov","Year 2","36"
"01 February 2011","North Ainslie Primary School","Gov","Year 2","8"
"01 February 2011","North Ainslie Primary School","Gov","Year 1","49"
"01 February 2011","North Ainslie Primary School","Gov","Year 1","6"
"01 February 2011","North Ainslie Primary School","Gov","Preschool","66"
"01 February 2011","North Ainslie Primary School","Gov","Kindergarten","54"
"01 February 2011","North Ainslie Primary School","Gov","Kindergarten","27"
"01 February 2011","O'Connor Cooperative School","Gov","Year 2","21"
"01 February 2011","O'Connor Cooperative School","Gov","Year 1","19"
"01 February 2011","O'Connor Cooperative School","Gov","Preschool","21"
"01 February 2011","O'Connor Cooperative School","Gov","Kindergarten","19"
"01 February 2011","Orana Steiner School","Non Gov","Year 9","55"
"01 February 2011","Orana Steiner School","Non Gov","Year 8","46"
"01 February 2011","Orana Steiner School","Non Gov","Year 7","53"
"01 February 2011","Orana Steiner School","Non Gov","Year 6","52"
"01 February 2011","Orana Steiner School","Non Gov","Year 5","58"
"01 February 2011","Orana Steiner School","Non Gov","Year 4","36"
"01 February 2011","Orana Steiner School","Non Gov","Year 3","57"
"01 February 2011","Orana Steiner School","Non Gov","Year 2","47"
"01 February 2011","Orana Steiner School","Non Gov","Year 12","15"
"01 February 2011","Orana Steiner School","Non Gov","Year 11","16"
"01 February 2011","Orana Steiner School","Non Gov","Year 10","50"
"01 February 2011","Orana Steiner School","Non Gov","Year 1","59"
"01 February 2011","Orana Steiner School","Non Gov","Preschool","49"
"01 February 2011","Orana Steiner School","Non Gov","Kindergarten","55"
"01 February 2011","Palmerston District Primary School","Gov","Year 6","30"
"01 February 2011","Palmerston District Primary School","Gov","Year 5","53"
"01 February 2011","Palmerston District Primary School","Gov","Year 4","41"
"01 February 2011","Palmerston District Primary School","Gov","Year 3","59"
"01 February 2011","Palmerston District Primary School","Gov","Year 2","53"
"01 February 2011","Palmerston District Primary School","Gov","Year 1","54"
"01 February 2011","Palmerston District Primary School","Gov","Preschool","83"
"01 February 2011","Palmerston District Primary School","Gov","Kindergarten","53"
"01 February 2011","Radford College","Non Gov","Year 9","176"
"01 February 2011","Radford College","Non Gov","Year 8","178"
"01 February 2011","Radford College","Non Gov","Year 7","177"
"01 February 2011","Radford College","Non Gov","Year 6","96"
"01 February 2011","Radford College","Non Gov","Year 5","96"
"01 February 2011","Radford College","Non Gov","Year 4","96"
"01 February 2011","Radford College","Non Gov","Year 3","96"
"01 February 2011","Radford College","Non Gov","Year 2","45"
"01 February 2011","Radford College","Non Gov","Year 12","176"
"01 February 2011","Radford College","Non Gov","Year 11","175"
"01 February 2011","Radford College","Non Gov","Year 10","177"
"01 February 2011","Radford College","Non Gov","Year 1","44"
"01 February 2011","Radford College","Non Gov","Preschool","44"
"01 February 2011","Radford College","Non Gov","Kindergarten","45"
"01 February 2011","Red Hill Primary School","Gov","Year 6","83"
"01 February 2011","Red Hill Primary School","Gov","Year 5","81"
"01 February 2011","Red Hill Primary School","Gov","Year 4","90"
"01 February 2011","Red Hill Primary School","Gov","Year 3","77"
"01 February 2011","Red Hill Primary School","Gov","Year 2","93"
"01 February 2011","Red Hill Primary School","Gov","Year 1","88"
"01 February 2011","Red Hill Primary School","Gov","Preschool","78"
"01 February 2011","Red Hill Primary School","Gov","Kindergarten","94"
"01 February 2011","Richardson Primary School","Gov","Year 6","35"
"01 February 2011","Richardson Primary School","Gov","Year 5","26"
"01 February 2011","Richardson Primary School","Gov","Year 4","18"
"01 February 2011","Richardson Primary School","Gov","Year 3","25"
"01 February 2011","Richardson Primary School","Gov","Year 2","23"
"01 February 2011","Richardson Primary School","Gov","Year 1","26"
"01 February 2011","Richardson Primary School","Gov","Preschool","37"
"01 February 2011","Richardson Primary School","Gov","Kindergarten","31"
"01 February 2011","Rosary Primary School","Non Gov","Kindergarten","49"
"01 February 2011","Rosary Primary School","Non Gov","Year 6","51"
"01 February 2011","Rosary Primary School","Non Gov","Year 5","56"
"01 February 2011","Rosary Primary School","Non Gov","Year 4","53"
"01 February 2011","Rosary Primary School","Non Gov","Year 3","54"
"01 February 2011","Rosary Primary School","Non Gov","Year 2","54"
"01 February 2011","Rosary Primary School","Non Gov","Year 1","47"
"01 February 2011","Sacred Heart Primary School","Non Gov","Year 5","44"
"01 February 2011","Sacred Heart Primary School","Non Gov","Year 4","42"
"01 February 2011","Sacred Heart Primary School","Non Gov","Year 3","52"
"01 February 2011","Sacred Heart Primary School","Non Gov","Year 6","48"
"01 February 2011","Sacred Heart Primary School","Non Gov","Year 2","60"
"01 February 2011","Sacred Heart Primary School","Non Gov","Year 1","58"
"01 February 2011","Sacred Heart Primary School","Non Gov","Kindergarten","59"
"01 February 2011","Southern Cross Early Childhood School","Gov","Year 2","8"
"01 February 2011","Southern Cross Early Childhood School","Gov","Year 1","19"
"01 February 2011","Southern Cross Early Childhood School","Gov","Preschool","74"
"01 February 2011","Southern Cross Early Childhood School","Gov","Kindergarten","43"
"01 February 2011","St Anthony's Parish Primary School","Non Gov","Year 6","63"
"01 February 2011","St Anthony's Parish Primary School","Non Gov","Year 5","67"
"01 February 2011","St Anthony's Parish Primary School","Non Gov","Year 4","52"
